transaction_id,merchant,customer_id,timestamp,amount_inr,currency,method,status,failure_reason,retryable,historical_recovered
TXN-000118,UrbanKart,CUST-08154,2026-08-18T16:21,1202.92,INR,wallet,failed,insufficient_funds,true,false
TXN-000119,NovaMart,CUST-07623,2026-08-23T09:55,685.24,INR,netbanking,success,,false,false
TXN-000120,EduPrime,CUST-04902,2026-07-27T12:20,2448.24,INR,netbanking,success,,false,false
TXN-000121,NovaMart,CUST-03887,2026-08-28T11:46,1644.76,INR,wallet,success,,false,false
TXN-000122,NovaMart,CUST-06485,2026-08-05T01:06,2303.54,INR,netbanking,success,,false,false
TXN-000123,UrbanKart,CUST-04107,2026-07-26T07:36,3034.53,INR,card,success,,false,false
TXN-000124,NovaMart,CUST-00646,2026-09-01T00:35,8939.87,INR,card,success,,false,false
TXN-000125,FitSpace,CUST-02878,2026-07-29T10:52,1434.64,INR,netbanking,success,,false,false
TXN-000126,UrbanKart,CUST-04211,2026-07-19T14:38,561.71,INR,netbanking,success,,false,false
TXN-000127,FitSpace,CUST-01234,2026-08-14T04:36,4733.68,INR,upi,success,,false,false
TXN-000128,EduPrime,CUST-05993,2026-07-14T03:29,2904.8,INR,wallet,success,,false,false
TXN-000129,EduPrime,CUST-06243,2026-07-09T13:16,1984.96,INR,netbanking,success,,false,false
TXN-000130,NovaMart,CUST-07607,2026-08-28T10:55,6457.62,INR,card,success,,false,false
TXN-000131,NovaMart,CUST-01593,2026-09-03T03:31,1105.51,INR,netbanking,failed,temporary_bank_issue,true,false
TXN-000132,EduPrime,CUST-02532,2026-07-22T16:55,1466.16,INR,wallet,success,,false,false
TXN-000133,NovaMart,CUST-06071,2026-08-08T02:19,7001.75,INR,netbanking,success,,false,false
TXN-000134,CloudKitchen,CUST-08921,2026-07-21T02:37,338.94,INR,upi,success,,false,false
TXN-000135,FitSpace,CUST-01502,2026-08-29T00:38,1278.11,INR,upi,success,,false,false
TXN-000136,CloudKitchen,CUST-03991,2026-08-30T15:50,561.75,INR,upi,success,,false,false
TXN-000137,EduPrime,CUST-03539,2026-07-12T19:05,3047.44,INR,card,success,,false,false
TXN-000138,CloudKitchen,CUST-02371,2026-07-22T12:59,1342.48,INR,upi,success,,false,false
TXN-000139,NovaMart,CUST-05870,2026-07-13T03:58,2408.09,INR,card,failed,authentication_failed,false,false
TXN-000140,FitSpace,CUST-08620,2026-07-22T23:46,2053.26,INR,card,success,,false,false
TXN-000141,FitSpace,CUST-08255,2026-07-11T16:16,3567.09,INR,upi,success,,false,false
TXN-000142,FitSpace,CUST-06581,2026-07-21T11:58,1906.95,INR,upi,success,,false,false
TXN-000143,NovaMart,CUST-05278,2026-08-09T03:12,3065.34,INR,upi,success,,false,false
TXN-000144,FitSpace,CUST-09788,2026-08-25T16:50,1000.93,INR,netbanking,success,,false,false
TXN-000145,EduPrime,CUST-03523,2026-08-18T15:01,983.06,INR,upi,success,,false,false
TXN-000146,FitSpace,CUST-06816,2026-08-09T11:30,1642.5,INR,wallet,success,,false,false
TXN-000147,FitSpace,CUST-01100,2026-07-09T23:43,1209.47,INR,card,success,,false,false
TXN-000148,NovaMart,CUST-06731,2026-07-09T15:17,5015.66,INR,netbanking,success,,false,false
TXN-000149,EduPrime,CUST-08314,2026-08-02T12:26,473.55,INR,netbanking,failed,bank_declined,true,false
TXN-000150,EduPrime,CUST-06023,2026-07-20T16:44,680.78,INR,netbanking,success,,false,false
TXN-000151,EduPrime,CUST-04382,2026-07-11T18:58,4423.35,INR,upi,success,,false,false
TXN-000152,CloudKitchen,CUST-00101,2026-07-03T23:14,375.42,INR,netbanking,success,,false,false
TXN-000153,NovaMart,CUST-01504,2026-07-17T20:17,6242.68,INR,card,success,,false,false
TXN-000154,CloudKitchen,CUST-05315,2026-08-18T14:51,879.68,INR,netbanking,success,,false,false
TXN-000155,NovaMart,CUST-04459,2026-08-21T23:55,5992.83,INR,upi,failed,expired_card,false,false
TXN-000156,UrbanKart,CUST-08395,2026-08-10T15:59,2848.8,INR,netbanking,success,,false,false
TXN-000157,EduPrime,CUST-05054,2026-07-11T16:38,1396.35,INR,wallet,success,,false,false
TXN-000158,FitSpace,CUST-08726,2026-07-05T11:12,3095.34,INR,wallet,failed,network_error,true,true
TXN-000159,NovaMart,CUST-06506,2026-09-03T09:11,737.81,INR,netbanking,success,,false,false
TXN-000160,FitSpace,CUST-04744,2026-07-05T04:24,1515.33,INR,wallet,failed,bank_declined,true,false
TXN-000161,NovaMart,CUST-03987,2026-07-11T19:36,1492.31,INR,wallet,success,,false,false
TXN-000162,CloudKitchen,CUST-03631,2026-08-09T23:44,2363.2,INR,netbanking,success,,false,false
TXN-000163,CloudKitchen,CUST-05753,2026-07-31T15:35,2796.74,INR,card,success,,false,false
TXN-000164,NovaMart,CUST-02903,2026-08-29T01:59,3284.75,INR,card,failed,insufficient_funds,true,false
TXN-000165,EduPrime,CUST-05296,2026-08-27T11:46,1738.2,INR,wallet,success,,false,false
TXN-000166,CloudKitchen,CUST-09690,2026-08-27T10:10,1115.42,INR,netbanking,success,,false,false
TXN-000167,NovaMart,CUST-06042,2026-07-06T10:42,1425.59,INR,upi,success,,false,false
TXN-000168,EduPrime,CUST-09082,2026-07-27T11:07,6913.66,INR,wallet,success,,false,false
TXN-000169,EduPrime,CUST-07793,2026-07-05T01:36,1224.31,INR,netbanking,success,,false,false
TXN-000170,NovaMart,CUST-04060,2026-08-15T23:15,809.5,INR,card,success,,false,false
TXN-000171,CloudKitchen,CUST-06109,2026-09-03T17:49,1530.94,INR,card,success,,false,false
TXN-000172,CloudKitchen,CUST-01080,2026-07-27T01:59,869.25,INR,upi,success,,false,false
TXN-000173,CloudKitchen,CUST-01336,2026-07-31T08:13,576.06,INR,card,success,,false,false
TXN-000174,EduPrime,CUST-01389,2026-08-23T09:00,805.12,INR,card,success,,false,false
TXN-000175,EduPrime,CUST-01532,2026-07-29T12:17,2290.55,INR,card,success,,false,false
TXN-000176,FitSpace,CUST-03146,2026-08-29T03:15,2984.67,INR,card,failed,bank_declined,true,false
TXN-000177,CloudKitchen,CUST-02148,2026-07-21T22:53,441.48,INR,upi,success,,false,false
TXN-000178,FitSpace,CUST-00716,2026-08-24T16:42,1452.38,INR,card,success,,false,false
TXN-000179,FitSpace,CUST-03834,2026-08-07T17:32,888.8,INR,netbanking,success,,false,false
TXN-000180,FitSpace,CUST-04617,2026-08-18T22:33,449.69,INR,wallet,success,,false,false
TXN-000181,NovaMart,CUST-07874,2026-08-05T02:12,1813.17,INR,card,failed,insufficient_funds,true,false
TXN-000182,CloudKitchen,CUST-01375,2026-08-04T02:55,1966.8,INR,upi,success,,false,false
TXN-000183,FitSpace,CUST-05728,2026-07-15T22:12,721.54,INR,card,success,,false,false
TXN-000184,NovaMart,CUST-06143,2026-07-03T18:15,1465.47,INR,wallet,success,,false,false
TXN-000185,NovaMart,CUST-04701,2026-07-21T18:30,7394.47,INR,card,success,,false,false
TXN-000186,EduPrime,CUST-00087,2026-08-13T08:05,2508.73,INR,wallet,success,,false,false
TXN-000187,CloudKitchen,CUST-01997,2026-07-08T13:04,2370.43,INR,card,success,,false,false
TXN-000188,NovaMart,CUST-08190,2026-07-05T16:18,625.88,INR,upi,success,,false,false
TXN-000189,CloudKitchen,CUST-07033,2026-08-24T15:35,2076.39,INR,card,success,,false,false
TXN-000190,EduPrime,CUST-05909,2026-07-01T11:25,2243.94,INR,upi,success,,false,false
TXN-000191,FitSpace,CUST-07703,2026-07-07T11:50,7674.81,INR,upi,success,,false,false
TXN-000192,EduPrime,CUST-05448,2026-07-05T07:06,3420.93,INR,upi,success,,false,false
TXN-000193,FitSpace,CUST-07841,2026-07-13T11:26,416.53,INR,card,success,,false,false
TXN-000194,NovaMart,CUST-04808,2026-08-27T20:02,1053.66,INR,wallet,success,,false,false
TXN-000195,NovaMart,CUST-03132,2026-07-19T16:22,14155.37,INR,netbanking,success,,false,false
TXN-000196,CloudKitchen,CUST-02040,2026-07-27T09:01,694.99,INR,netbanking,success,,false,false
TXN-000197,CloudKitchen,CUST-03061,2026-08-03T19:57,1544.27,INR,wallet,success,,false,false
TXN-000198,NovaMart,CUST-06956,2026-08-15T11:58,2802.42,INR,netbanking,success,,false,false
TXN-000199,EduPrime,CUST-06982,2026-07-08T12:25,930.54,INR,netbanking,failed,bank_declined,true,true
TXN-000200,EduPrime,CUST-07127,2026-07-16T12:02,2758.03,INR,netbanking,failed,authentication_failed,false,false
TXN-000201,CloudKitchen,CUST-08407,2026-07-26T07:46,4773.59,INR,wallet,failed,limit_exceeded,false,false
TXN-000202,NovaMart,CUST-03867,2026-09-01T04:11,8733.75,INR,card,success,,false,false
TXN-000203,FitSpace,CUST-06078,2026-08-29T01:22,1312.52,INR,card,success,,false,false
TXN-000204,UrbanKart,CUST-01859,2026-08-04T04:40,1647.45,INR,netbanking,failed,bank_declined,true,false
TXN-000205,CloudKitchen,CUST-04265,2026-07-03T16:36,3574.4,INR,upi,success,,false,false
TXN-000206,UrbanKart,CUST-07293,2026-09-03T09:59,1773.87,INR,wallet,success,,false,false
TXN-000207,UrbanKart,CUST-02853,2026-07-09T07:46,3549.43,INR,netbanking,success,,false,false
TXN-000208,UrbanKart,CUST-08095,2026-08-03T05:41,1826.35,INR,card,success,,false,false
TXN-000209,EduPrime,CUST-01413,2026-07-03T17:25,1120.25,INR,card,success,,false,false
TXN-000210,UrbanKart,CUST-05195,2026-07-07T07:37,3527.81,INR,upi,success,,false,false
TXN-000211,EduPrime,CUST-09631,2026-08-28T19:12,562.88,INR,card,success,,false,false
TXN-000212,NovaMart,CUST-08489,2026-07-17T21:30,2818.25,INR,upi,success,,false,false
TXN-000213,CloudKitchen,CUST-08502,2026-07-15T06:16,1280.13,INR,card,success,,false,false
TXN-000214,UrbanKart,CUST-04962,2026-07-27T04:30,3528.65,INR,netbanking,success,,false,false
TXN-000215,EduPrime,CUST-09915,2026-08-26T06:14,1985.61,INR,card,failed,temporary_bank_issue,true,true
TXN-000216,NovaMart,CUST-00745,2026-08-01T01:32,5654.05,INR,upi,success,,false,false
TXN-000217,EduPrime,CUST-00497,2026-08-28T17:16,3080.92,INR,wallet,success,,false,false
TXN-000218,FitSpace,CUST-04013,2026-08-15T15:58,6271.66,INR,netbanking,success,,false,false
TXN-000219,FitSpace,CUST-06810,2026-09-01T16:23,1401.02,INR,card,success,,false,false
TXN-000220,CloudKitchen,CUST-06533,2026-08-14T09:51,1663.96,INR,netbanking,failed,authentication_failed,false,false
TXN-000221,UrbanKart,CUST-02309,2026-07-13T05:39,3941.13,INR,upi,failed,bank_declined,true,true
TXN-000222,CloudKitchen,CUST-09465,2026-07-10T03:29,4483.52,INR,card,success,,false,false
TXN-000223,FitSpace,CUST-05056,2026-07-29T19:08,1051.03,INR,wallet,success,,false,false
TXN-000224,NovaMart,CUST-00829,2026-08-15T14:31,2284.4,INR,netbanking,success,,false,false
TXN-000225,CloudKitchen,CUST-08794,2026-07-26T22:37,1689.63,INR,wallet,success,,false,false
TXN-000226,FitSpace,CUST-05996,2026-07-02T01:51,4381.48,INR,netbanking,success,,false,false
TXN-000227,NovaMart,CUST-06330,2026-07-05T10:50,1284.57,INR,netbanking,success,,false,false
TXN-000228,UrbanKart,CUST-01585,2026-08-16T05:33,1532.6,INR,upi,success,,false,false
TXN-000229,NovaMart,CUST-00638,2026-08-06T04:29,2055.91,INR,wallet,failed,network_error,true,true
TXN-000230,EduPrime,CUST-08447,2026-07-13T19:21,8816.18,INR,card,success,,false,false
TXN-000231,EduPrime,CUST-05512,2026-07-14T01:21,941.25,INR,netbanking,failed,unknown,false,false
TXN-000232,FitSpace,CUST-00273,2026-08-16T12:14,5009.91,INR,netbanking,success,,false,false
TXN-000233,NovaMart,CUST-09780,2026-08-03T20:41,1365.35,INR,netbanking,success,,false,false
TXN-000234,NovaMart,CUST-09561,2026-08-13T12:45,667.02,INR,card,success,,false,false
TXN-000235,UrbanKart,CUST-03969,2026-08-14T01:33,492.95,INR,wallet,success,,false,false
TXN-000236,CloudKitchen,CUST-06862,2026-07-04T04:58,2562.9,INR,wallet,success,,false,false
TXN-000237,NovaMart,CUST-02263,2026-07-15T02:48,1534.74,INR,wallet,success,,false,false
TXN-000238,CloudKitchen,CUST-02838,2026-08-17T13:04,956.49,INR,wallet,success,,false,false
TXN-000239,EduPrime,CUST-07933,2026-08-12T04:09,4488.65,INR,netbanking,success,,false,false
TXN-000240,CloudKitchen,CUST-03397,2026-07-18T20:00,4539.17,INR,netbanking,success,,false,false
TXN-000241,CloudKitchen,CUST-01997,2026-09-02T03:51,2788.38,INR,netbanking,success,,false,false
TXN-000242,UrbanKart,CUST-04759,2026-08-22T12:46,2726.41,INR,netbanking,success,,false,false
TXN-000243,CloudKitchen,CUST-07850,2026-07-05T03:53,609.24,INR,wallet,success,,false,false
TXN-000244,UrbanKart,CUST-01790,2026-07-20T19:27,702.05,INR,netbanking,success,,false,false
TXN-000245,NovaMart,CUST-01642,2026-08-26T08:58,2856.35,INR,card,failed,temporary_bank_issue,true,false
TXN-000246,NovaMart,CUST-09017,2026-08-07T22:52,1126.08,INR,card,success,,false,false
TXN-000247,UrbanKart,CUST-04707,2026-07-15T17:01,222.76,INR,wallet,success,,false,false
TXN-000248,EduPrime,CUST-00612,2026-07-30T13:36,1290.72,INR,card,success,,false,false
TXN-000249,FitSpace,CUST-08117,2026-07-17T06:26,861.09,INR,upi,success,,false,false
TXN-000250,CloudKitchen,CUST-03160,2026-07-18T07:00,2039.18,INR,wallet,success,,false,false
TXN-000251,NovaMart,CUST-05524,2026-07-11T14:04,718.6,INR,card,success,,false,false
TXN-000252,FitSpace,CUST-08443,2026-07-28T04:29,2704.73,INR,wallet,failed,authentication_failed,false,false
TXN-000253,NovaMart,CUST-04273,2026-07-31T04:22,1054.35,INR,card,success,,false,false
TXN-000254,EduPrime,CUST-09387,2026-08-05T05:55,375.91,INR,netbanking,success,,false,false
TXN-000255,FitSpace,CUST-05027,2026-07-02T08:58,1045.9,INR,upi,success,,false,false
TXN-000256,NovaMart,CUST-04834,2026-07-15T20:54,1364.17,INR,netbanking,success,,false,false
TXN-000257,EduPrime,CUST-07715,2026-08-03T18:54,2229.64,INR,netbanking,failed,insufficient_funds,true,false
TXN-000258,EduPrime,CUST-07320,2026-08-19T06:13,5943.65,INR,upi,success,,false,false
TXN-000259,EduPrime,CUST-08282,2026-08-18T09:48,2484.55,INR,upi,success,,false,false
TXN-000260,NovaMart,CUST-03366,2026-07-19T17:37,2039.06,INR,wallet,success,,false,false
TXN-000261,FitSpace,CUST-02162,2026-08-23T09:54,1532.14,INR,upi,success,,false,false
TXN-000262,NovaMart,CUST-06488,2026-08-17T01:12,1356.6,INR,netbanking,success,,false,false
TXN-000263,FitSpace,CUST-05645,2026-07-24T11:52,11057.71,INR,upi,success,,false,false
TXN-000264,CloudKitchen,CUST-06267,2026-09-03T02:00,1012.65,INR,wallet,success,,false,false
TXN-000265,CloudKitchen,CUST-01944,2026-08-11T03:50,1016.38,INR,card,success,,false,false
TXN-000266,NovaMart,CUST-04889,2026-07-17T13:52,5881.84,INR,upi,failed,unknown,false,false
TXN-000267,UrbanKart,CUST-07547,2026-08-12T11:26,3136.63,INR,card,success,,false,false
TXN-000268,NovaMart,CUST-06869,2026-08-01T20:11,968.59,INR,upi,success,,false,false
TXN-000269,FitSpace,CUST-03840,2026-08-26T07:19,2910.57,INR,wallet,failed,expired_card,false,false
TXN-000270,EduPrime,CUST-09797,2026-08-19T11:07,488.72,INR,netbanking,success,,false,false
TXN-000271,FitSpace,CUST-04924,2026-08-31T13:10,3307.47,INR,card,success,,false,false
TXN-000272,FitSpace,CUST-08593,2026-07-26T09:04,2480.68,INR,netbanking,success,,false,false
TXN-000273,EduPrime,CUST-07759,2026-07-30T08:17,2919.87,INR,card,success,,false,false
